userID,itemID,amount,date,time
886169,8623,87,2019-11-01,23:15:37
397464,1780,24,2019-11-01,23:16:35
290145,5127,42,2019-11-01,23:19:23
423156,6088,93,2019-11-01,23:22:47
735840,3205,37,2019-11-01,23:23:33
477700,3075,76,2019-11-01,23:23:34
137204,1006,59,2019-11-01,23:24:17
678186,3199,70,2019-11-01,23:24:22
961532,7962,22,2019-11-01,23:24:33
347830,8440,88,2019-11-01,23:24:43
218462,3190,10,2019-11-01,23:24:43
48490,7548,77,2019-11-01,23:25:14
769694,7676,97,2019-11-01,23:25:33
906774,4717,14,2019-11-01,23:26:05
930594,527,96,2019-11-01,23:26:08
17125,8099,67,2019-11-01,23:26:14
867003,1408,47,2019-11-01,23:26:25
508563,8503,36,2019-11-01,23:26:40
328256,9578,79,2019-11-01,23:26:46
932675,5173,74,2019-11-01,23:28:25
564215,5576,54,2019-11-01,23:28:25
102852,732,14,2019-11-01,23:28:25
701477,3166,83,2019-11-01,23:28:42
865528,8234,62,2019-11-01,23:29:50
519271,7376,25,2019-11-01,23:29:56
89159,7279,78,2019-11-01,23:30:10
639613,6620,1,2019-11-01,23:30:16
954402,6815,92,2019-11-01,23:30:16
327276,2038,49,2019-11-01,23:30:16
326537,9547,74,2019-11-01,23:34:05
285186,1919,73,2019-11-01,23:34:10
128571,7342,68,2019-11-01,23:36:20
619919,8984,43,2019-11-01,23:36:28
754533,1944,43,2019-11-01,23:36:33
852966,3144,29,2019-11-01,23:36:34
826897,4791,19,2019-11-01,23:36:34
73672,9515,30,2019-11-01,23:36:40
438902,9392,76,2019-11-01,23:36:41
96996,7852,57,2019-11-01,23:37:57
358966,1429,49,2019-11-01,23:38:31
730587,2015,73,2019-11-01,23:38:38
888726,855,72,2019-11-01,23:38:39
52668,1198,23,2019-11-01,23:38:49
304054,4160,59,2019-11-01,23:39:01
380611,6364,77,2019-11-01,23:39:01
635987,8208,59,2019-11-01,23:39:10
930276,2497,77,2019-11-01,23:39:57
389717,5692,14,2019-11-01,23:40:08
439782,1589,17,2019-11-01,23:40:09
383174,2822,12,2019-11-01,23:40:53
312769,1177,9,2019-11-01,23:40:54
44618,8631,63,2019-11-01,23:40:54
908180,3907,60,2019-11-01,23:40:54
454088,8222,12,2019-11-01,23:41:01
61805,3593,46,2019-11-01,23:41:56
130146,9665,56,2019-11-01,23:42:04
515595,7087,44,2019-11-01,23:42:12
519130,2980,73,2019-11-01,23:42:20
428173,8793,49,2019-11-01,23:43:37
216075,1007,59,2019-11-01,23:43:52
979245,512,43,2019-11-01,23:44:10
647348,1090,81,2019-11-01,23:44:11
358638,4808,46,2019-11-01,23:44:12
119090,2961,6,2019-11-01,23:45:01
616313,5741,84,2019-11-01,23:45:02
410403,8526,87,2019-11-01,23:45:09
631110,8259,22,2019-11-01,23:45:15
650649,8200,25,2019-11-01,23:45:22
202630,5107,92,2019-11-01,23:45:24
412763,2246,90,2019-11-01,23:49:23
118544,8979,11,2019-11-01,23:49:59
316608,2958,7,2019-11-01,23:50:15
372744,7312,31,2019-11-01,23:51:19
776228,9111,75,2019-11-01,23:51:41
724523,7616,4,2019-11-01,23:51:42
959503,8429,81,2019-11-01,23:51:43
895031,1194,36,2019-11-01,23:51:57
403433,9568,29,2019-11-01,23:51:57
589675,885,80,2019-11-01,23:52:10
805491,4489,10,2019-11-01,23:52:20
41032,7878,11,2019-11-01,23:52:27
265787,3755,62,2019-11-01,23:52:28
890558,3883,48,2019-11-01,23:52:33
195573,6917,24,2019-11-01,23:52:54
317538,1390,89,2019-11-01,23:52:54
194878,8585,90,2019-11-01,23:52:54
324746,8074,7,2019-11-02,23:17:49
581513,2432,64,2019-11-02,23:18:19
128283,7190,72,2019-11-02,23:19:48
53313,4880,62,2019-11-02,23:23:39
637599,5375,23,2019-11-02,23:24:13
497147,1756,6,2019-11-02,23:24:18
367580,2435,83,2019-11-02,23:25:58
734022,5721,71,2019-11-02,23:26:04
115563,8716,95,2019-11-02,23:26:04
896812,2494,5,2019-11-02,23:26:08
728257,1098,39,2019-11-02,23:26:13
968705,3540,43,2019-11-02,23:26:13
57164,5793,71,2019-11-02,23:26:45
614991,9120,43,2019-11-02,23:27:26
520535,5558,98,2019-11-02,23:28:34
46935,3316,44,2019-11-02,23:28:39
556541,6928,73,2019-11-02,23:28:39
833378,8164,78,2019-11-02,23:29:56
190619,8434,42,2019-11-02,23:30:02
828836,5642,42,2019-11-02,23:30:02
589379,608,45,2019-11-02,23:30:16
343566,483,84,2019-11-02,23:30:16
970682,1236,79,2019-11-02,23:30:16
652174,292,97,2019-11-02,23:33:43
589568,8381,84,2019-11-02,23:35:05
891748,784,47,2019-11-02,23:35:14
815142,1639,52,2019-11-02,23:36:20
791691,9093,93,2019-11-02,23:36:21
387391,7109,36,2019-11-02,23:36:26
974293,2912,42,2019-11-02,23:36:31
544995,8506,97,2019-11-02,23:36:33
212067,420,10,2019-11-02,23:38:26
429709,8995,62,2019-11-02,23:38:31
89950,7430,33,2019-11-02,23:38:47
836138,7938,33,2019-11-02,23:38:48
95766,9368,24,2019-11-02,23:39:01
129881,4162,5,2019-11-02,23:39:10
665535,254,69,2019-11-02,23:39:56
204786,6187,10,2019-11-02,23:40:36
823194,5436,53,2019-11-02,23:40:46
650081,6355,60,2019-11-02,23:40:53
988592,3567,95,2019-11-02,23:40:55
701491,19,10,2019-11-02,23:40:55
409421,5143,76,2019-11-02,23:41:00
378314,7422,66,2019-11-02,23:42:03
731966,5992,45,2019-11-02,23:42:03
87093,1595,89,2019-11-02,23:43:23
364651,8224,41,2019-11-02,23:43:39
628516,1884,28,2019-11-02,23:45:09
464938,1450,69,2019-11-02,23:45:10
849649,9833,64,2019-11-02,23:45:10
102342,4501,58,2019-11-02,23:49:39
759817,1595,15,2019-11-02,23:49:46
938761,5279,67,2019-11-02,23:49:47
320469,2494,4,2019-11-02,23:50:00
566011,1169,78,2019-11-02,23:50:08
795637,2491,11,2019-11-02,23:50:44
743238,6839,40,2019-11-02,23:51:19
499654,3988,30,2019-11-02,23:51:41
768322,4978,12,2019-11-02,23:51:42
879745,304,7,2019-11-02,23:52:09
637468,7842,7,2019-11-02,23:52:44
284458,6194,45,2019-11-02,23:52:46
847602,1888,22,2019-11-02,23:52:53
827819,8087,9,2019-11-02,23:52:54
44493,6583,60,2019-11-02,23:53:03
564320,623,95,2019-11-03,23:15:37
861486,9984,63,2019-11-03,23:17:58
850001,6925,32,2019-11-03,23:18:18
209577,2900,26,2019-11-03,23:18:22
938431,5353,75,2019-11-03,23:19:40
725462,7802,47,2019-11-03,23:19:41
112949,1884,65,2019-11-03,23:19:46
569470,9668,31,2019-11-03,23:22:47
851898,7236,31,2019-11-03,23:22:49
529638,9302,36,2019-11-03,23:24:21
562274,5555,81,2019-11-03,23:24:23
904911,459,28,2019-11-03,23:24:28
285311,9918,70,2019-11-03,23:24:43
25501,5271,82,2019-11-03,23:26:03
797026,1799,85,2019-11-03,23:26:09
525169,5399,43,2019-11-03,23:26:09
565551,6220,70,2019-11-03,23:26:09
379715,1654,55,2019-11-03,23:26:31
137534,6382,24,2019-11-03,23:26:40
493523,97,3,2019-11-03,23:26:44
306760,823,47,2019-11-03,23:26:44
478947,360,23,2019-11-03,23:28:25
901623,1507,83,2019-11-03,23:28:33
230514,6665,38,2019-11-03,23:28:38
377021,4128,51,2019-11-03,23:29:55
507531,5293,94,2019-11-03,23:30:01
541048,2864,80,2019-11-03,23:30:03
179575,2713,16,2019-11-03,23:30:03
703997,7689,74,2019-11-03,23:33:42
760965,6863,10,2019-11-03,23:33:43
545991,6992,96,2019-11-03,23:34:04
716442,5907,15,2019-11-03,23:34:11
648745,7812,61,2019-11-03,23:34:57
833413,9855,15,2019-11-03,23:35:14
694275,3776,89,2019-11-03,23:35:14
296764,8700,94,2019-11-03,23:36:34
698710,8962,82,2019-11-03,23:36:40
111674,2114,70,2019-11-03,23:36:41
714630,4127,83,2019-11-03,23:36:41
726665,2954,8,2019-11-03,23:37:59
595767,1923,40,2019-11-03,23:38:21
482352,4579,30,2019-11-03,23:38:26
388366,158,14,2019-11-03,23:38:32
30092,7220,44,2019-11-03,23:38:39
968370,5395,34,2019-11-03,23:39:00
376940,7185,20,2019-11-03,23:39:01
443202,8715,16,2019-11-03,23:39:01
302443,6603,11,2019-11-03,23:39:01
772937,8717,73,2019-11-03,23:39:02
74130,2930,38,2019-11-03,23:39:03
776054,1990,50,2019-11-03,23:39:12
667547,27,68,2019-11-03,23:39:56
392388,8053,78,2019-11-03,23:40:08
53756,6515,85,2019-11-03,23:40:38
993162,99,47,2019-11-03,23:40:54
88014,7167,11,2019-11-03,23:41:55
271420,7287,63,2019-11-03,23:41:56
389620,9066,49,2019-11-03,23:42:18
722623,3422,29,2019-11-03,23:42:19
406517,5723,41,2019-11-03,23:42:19
240453,3115,37,2019-11-03,23:43:22
528018,1970,15,2019-11-03,23:43:24
505207,9765,91,2019-11-03,23:43:37
545756,7316,20,2019-11-03,23:43:38
216844,8095,98,2019-11-03,23:43:45
200017,808,25,2019-11-03,23:43:46
796295,7138,62,2019-11-03,23:43:51
944687,2416,52,2019-11-03,23:44:20
630810,7954,63,2019-11-03,23:45:11
836673,2275,20,2019-11-03,23:45:15
576112,3153,4,2019-11-03,23:49:24
267819,6195,49,2019-11-03,23:49:25
113279,5778,90,2019-11-03,23:49:25
712068,9066,86,2019-11-03,23:49:26
135253,7028,29,2019-11-03,23:49:39
988499,5685,34,2019-11-03,23:49:46
625835,5701,49,2019-11-03,23:49:59
702893,1319,15,2019-11-03,23:50:01
782908,6659,44,2019-11-03,23:50:08
192188,5290,89,2019-11-03,23:50:16
832960,2755,30,2019-11-03,23:51:19
337057,6865,58,2019-11-03,23:51:56
173102,3097,71,2019-11-03,23:52:09
59823,2420,71,2019-11-03,23:52:09
