userID,itemID,amount,date,time
200324,5613,40,2018-08-01,23:17:49
390073,7701,30,2018-08-01,23:17:50
283835,2509,8,2018-08-01,23:17:57
579028,1424,7,2018-08-01,23:18:18
16678,6768,92,2018-08-01,23:19:39
221357,4140,57,2018-08-01,23:22:49
204762,6272,54,2018-08-01,23:23:07
654166,1393,31,2018-08-01,23:24:17
175190,5078,70,2018-08-01,23:24:27
152437,3005,47,2018-08-01,23:24:33
184645,9404,55,2018-08-01,23:24:33
42423,1555,73,2018-08-01,23:24:33
421211,249,35,2018-08-01,23:25:13
238916,7929,18,2018-08-01,23:25:14
195554,6937,4,2018-08-01,23:25:31
52321,8308,30,2018-08-01,23:25:31
615233,3856,42,2018-08-01,23:25:31
239628,7363,76,2018-08-01,23:25:32
674165,228,5,2018-08-01,23:25:59
652327,154,76,2018-08-01,23:26:03
380797,8766,68,2018-08-01,23:26:07
919791,5081,51,2018-08-01,23:26:17
873934,150,71,2018-08-01,23:26:17
962354,2667,2,2018-08-01,23:26:17
832965,7335,62,2018-08-01,23:26:25
67294,7916,79,2018-08-01,23:26:31
77969,991,62,2018-08-01,23:26:40
326823,2342,62,2018-08-01,23:26:46
558903,2151,79,2018-08-01,23:26:49
326523,5720,87,2018-08-01,23:26:49
574718,4698,41,2018-08-01,23:28:24
189032,8451,20,2018-08-01,23:28:34
995250,3408,98,2018-08-01,23:28:39
56471,3084,33,2018-08-01,23:28:42
45922,8707,17,2018-08-01,23:28:43
642975,2260,92,2018-08-01,23:29:46
467427,6692,6,2018-08-01,23:29:51
845455,6810,59,2018-08-01,23:29:52
494156,2234,58,2018-08-01,23:29:56
861436,4622,44,2018-08-01,23:29:57
75108,2586,83,2018-08-01,23:30:01
335234,7439,20,2018-08-01,23:30:10
643532,8044,83,2018-08-01,23:30:15
888626,9158,14,2018-08-01,23:30:16
559941,7068,47,2018-08-01,23:34:10
358287,5427,87,2018-08-01,23:34:10
123117,3323,72,2018-08-01,23:35:04
885627,1472,24,2018-08-01,23:36:21
208581,2601,72,2018-08-01,23:36:22
887637,7550,32,2018-08-01,23:36:27
348304,5307,38,2018-08-01,23:37:56
951858,9697,59,2018-08-01,23:38:26
18846,1774,37,2018-08-01,23:38:31
753656,8365,19,2018-08-01,23:38:38
166929,4697,60,2018-08-01,23:38:38
