userID,itemID,amount,date,time
704820,1,7,2021-03-01,00:47:05
221320,6,22,2021-03-01,14:01:34
991995,17,33,2021-03-01,14:35:49
253828,79,3,2021-03-01,14:35:52
761240,17,90,2021-03-01,14:36:25
535673,87,49,2021-03-01,14:38:04
103561,2,13,2021-03-01,14:38:06
133393,1,56,2021-03-01,14:38:21
800625,15,59,2021-03-01,14:38:23
795796,23,51,2021-03-01,14:38:25
331428,44,63,2021-03-01,14:40:45
458077,59,53,2021-03-01,14:40:51
637447,53,2,2021-03-01,14:40:51
632501,92,52,2021-03-01,14:40:53
76553,54,65,2021-03-01,14:41:03
982118,1,91,2021-03-01,14:41:06
631069,7298,68,2021-03-01,14:43:30
637728,5692,22,2021-03-01,14:46:32
441500,9131,24,2021-03-01,14:46:32
368090,7183,42,2021-03-01,14:46:32
304809,9274,83,2021-03-01,14:46:37
278833,4018,31,2021-03-01,14:46:37
335873,5276,47,2021-03-01,14:46:39
553533,9326,97,2021-03-01,14:47:02
694230,1350,13,2021-03-01,14:47:02
953375,6183,52,2021-03-01,14:47:05
562477,649,14,2021-03-01,14:47:16
184086,3986,1,2021-03-01,14:47:18
908112,4801,74,2021-03-01,14:47:18
364777,8383,94,2021-03-01,14:47:59
987656,4435,24,2021-03-01,14:48:22
344973,3399,87,2021-03-01,14:48:22
410049,9890,72,2021-03-01,14:48:22
849860,9276,33,2021-03-01,14:48:22
992097,3299,46,2021-03-01,14:48:24
832917,1881,62,2021-03-01,14:48:24
858891,2647,96,2021-03-01,14:48:55
447662,7363,25,2021-03-01,14:49:05
818221,2467,17,2021-03-01,14:49:05
202347,7190,59,2021-03-01,14:49:05
400210,377,83,2021-03-01,14:49:16
123872,4249,4,2021-03-01,14:49:16
498049,4220,16,2021-03-01,14:49:16
689466,6450,69,2021-03-01,14:49:18
490562,4293,67,2021-03-01,14:49:22
992335,5340,97,2021-03-01,14:49:22
135365,6933,16,2021-03-01,14:49:23
751487,5183,71,2021-03-01,14:49:23
575731,4182,29,2021-03-01,14:49:25
644939,4039,49,2021-03-01,14:49:32
512836,5777,17,2021-03-01,14:49:35
895345,1394,78,2021-03-01,14:52:27
526222,1922,62,2021-03-01,14:52:33
158208,8414,11,2021-03-01,14:52:38
284180,890,78,2021-03-01,14:52:41
300405,7977,42,2021-03-01,14:52:41
541361,2352,80,2021-03-01,14:52:50
814760,8294,73,2021-03-01,14:52:50
794248,8991,14,2021-03-01,14:52:50
293007,4603,93,2021-03-01,14:52:50
888744,4819,34,2021-03-01,14:53:04
699018,1250,72,2021-03-01,14:53:10
862514,2162,98,2021-03-01,14:53:13
747698,5852,2,2021-03-01,14:53:14
331627,4795,39,2021-03-01,14:53:17
293456,3864,39,2021-03-01,14:53:18
916471,5669,57,2021-03-01,14:53:19
860599,4030,58,2021-03-01,14:54:58
267815,3450,39,2021-03-01,14:55:03
502068,4456,74,2021-03-01,14:55:04
173918,3130,23,2021-03-01,14:55:06
488111,7283,79,2021-03-01,14:55:09
930434,7326,19,2021-03-01,14:55:14
881222,7967,66,2021-03-01,14:55:14
537920,8855,70,2021-03-01,14:55:26
148066,2578,34,2021-03-01,14:55:35
798257,8432,65,2021-03-01,14:55:37
819231,6098,98,2021-03-01,14:55:37
101356,6783,82,2021-03-01,14:55:40
836226,7619,61,2021-03-01,14:55:43
421373,5984,61,2021-03-01,14:59:17
668437,5140,51,2021-03-01,14:59:28
474658,3113,57,2021-03-01,14:59:28
684882,3199,60,2021-03-01,14:59:28
570365,8284,59,2021-03-01,14:59:28
181068,7758,71,2021-03-01,14:59:33
304250,6433,67,2021-03-01,14:59:33
772181,5084,59,2021-03-01,14:59:34
181589,8619,76,2021-03-01,14:59:36
960290,40,90,2021-03-01,14:59:41
990936,4453,14,2021-03-01,14:59:44
510298,554,92,2021-03-01,14:59:47
575569,4205,80,2021-03-01,14:59:47
