userID,itemID,amount,date,time
664306,2515,40,2018-03-01,23:15:36
229746,7613,44,2018-03-01,23:15:42
803200,3464,1,2018-03-01,23:16:21
496449,6358,16,2018-03-01,23:16:21
467379,1561,85,2018-03-01,23:16:25
446569,1121,39,2018-03-01,23:16:25
767174,826,60,2018-03-01,23:16:26
812126,4694,48,2018-03-01,23:17:49
167670,4821,95,2018-03-01,23:17:50
445331,87,78,2018-03-01,23:17:54
447788,8581,50,2018-03-01,23:17:54
588486,2936,85,2018-03-01,23:18:19
382300,1879,60,2018-03-01,23:19:39
710843,8223,10,2018-03-01,23:19:46
3039,6029,31,2018-03-01,23:19:47
735829,4303,88,2018-03-01,23:23:34
64915,7043,27,2018-03-01,23:24:22
523342,7755,60,2018-03-01,23:24:23
857853,6804,47,2018-03-01,23:24:28
808081,1227,30,2018-03-01,23:25:32
103022,3096,15,2018-03-01,23:25:59
523362,8502,96,2018-03-01,23:26:04
718461,6698,3,2018-03-01,23:26:07
217782,9810,79,2018-03-01,23:26:14
651751,8049,33,2018-03-01,23:26:14
39114,7095,38,2018-03-01,23:26:14
338534,9481,64,2018-03-01,23:26:30
294291,4622,55,2018-03-01,23:26:40
296575,7625,44,2018-03-01,23:28:25
2723,7590,13,2018-03-01,23:28:43
990353,6866,94,2018-03-01,23:29:51
637097,8921,71,2018-03-01,23:30:02
264605,7225,23,2018-03-01,23:30:02
328917,2670,57,2018-03-01,23:30:16
766858,1504,52,2018-03-01,23:30:24
402618,4751,24,2018-03-01,23:34:04
453932,6048,43,2018-03-01,23:34:11
561838,8324,13,2018-03-01,23:35:13
246973,4838,70,2018-03-01,23:35:14
13121,1625,5,2018-03-01,23:36:21
930660,7107,25,2018-03-01,23:36:22
207346,4740,30,2018-03-01,23:36:25
216167,6356,56,2018-03-01,23:36:33
510840,6721,62,2018-03-01,23:36:40
6784,3809,1,2018-03-01,23:37:57
140922,2395,17,2018-03-01,23:37:58
129390,485,73,2018-03-01,23:38:21
363459,2335,77,2018-03-01,23:38:27
972249,7522,28,2018-03-01,23:38:40
901444,7898,47,2018-03-01,23:38:48
715861,7792,73,2018-03-01,23:38:56
164605,1994,92,2018-03-01,23:39:01
152464,3268,68,2018-03-01,23:39:56
444572,7909,66,2018-03-01,23:40:09
913271,9268,58,2018-03-01,23:40:37
43594,1866,26,2018-03-01,23:40:37
784532,6017,11,2018-03-01,23:40:44
780606,6786,10,2018-03-01,23:42:05
892405,1778,26,2018-03-01,23:42:18
862150,6909,11,2018-03-01,23:42:18
894617,653,68,2018-03-01,23:42:18
14198,4341,80,2018-03-01,23:42:19
322525,5242,40,2018-03-01,23:42:19
475712,6202,59,2018-03-01,23:43:03
886668,3333,22,2018-03-01,23:43:22
184407,9101,47,2018-03-01,23:43:38
264150,6444,81,2018-03-01,23:43:52
144752,2430,56,2018-03-01,23:44:10
93643,2354,50,2018-03-01,23:44:18
964769,5334,11,2018-03-01,23:44:19
214483,7114,51,2018-03-01,23:44:19
127831,8101,32,2018-03-01,23:44:19
192293,3557,20,2018-03-01,23:45:00
474415,8371,30,2018-03-01,23:45:02
634294,616,65,2018-03-01,23:45:08
671454,9412,49,2018-03-01,23:45:10
549680,5276,81,2018-03-01,23:45:22
458882,536,21,2018-03-01,23:49:31
796802,6712,12,2018-03-01,23:49:31
174916,635,42,2018-03-01,23:49:31
267589,7914,83,2018-03-01,23:49:52
307159,8114,83,2018-03-01,23:50:08
738912,6754,16,2018-03-01,23:50:09
400057,3323,87,2018-03-01,23:50:09
518835,2668,12,2018-03-01,23:51:41
452729,2488,32,2018-03-01,23:51:43
747030,3020,42,2018-03-01,23:52:09
198765,8652,33,2018-03-01,23:52:26
481307,7869,70,2018-03-01,23:52:44
416183,278,12,2018-03-01,23:52:47
837246,9806,70,2018-03-01,23:52:53
74036,7106,10,2018-03-01,23:52:54
197944,5814,98,2018-03-01,23:52:54
40018,4736,53,2018-03-02,23:15:36
