userID,itemID,amount,date,time
157219,2345,55,2018-02-01,23:15:36
795327,325,38,2018-02-01,23:16:34
295654,7616,21,2018-02-01,23:17:49
999616,9365,45,2018-02-01,23:18:18
775746,7587,64,2018-02-01,23:19:23
540693,1632,96,2018-02-01,23:19:24
739411,1207,20,2018-02-01,23:19:25
427596,7353,90,2018-02-01,23:19:51
620564,9540,67,2018-02-01,23:22:49
32306,2928,18,2018-02-01,23:22:49
339892,5676,91,2018-02-01,23:22:49
576425,2050,63,2018-02-01,23:23:08
38287,7741,82,2018-02-01,23:24:18
896617,8792,59,2018-02-01,23:24:27
127899,3161,35,2018-02-01,23:24:27
318762,798,88,2018-02-01,23:24:44
966463,2087,17,2018-02-01,23:25:31
636156,7085,11,2018-02-01,23:25:32
878432,1348,46,2018-02-01,23:26:04
30241,4819,98,2018-02-01,23:26:17
299690,1770,24,2018-02-01,23:26:30
439712,2147,27,2018-02-01,23:26:30
113256,5684,24,2018-02-01,23:26:39
8542,1924,86,2018-02-01,23:26:39
279681,9642,50,2018-02-01,23:26:40
761557,5010,16,2018-02-01,23:26:44
128510,4138,95,2018-02-01,23:26:45
763510,2240,64,2018-02-01,23:26:49
822706,7570,7,2018-02-01,23:27:25
868898,9886,89,2018-02-01,23:28:24
297857,6658,97,2018-02-01,23:28:34
177354,6279,79,2018-02-01,23:28:38
918913,3659,15,2018-02-01,23:28:44
612691,6378,41,2018-02-01,23:29:41
461713,8635,96,2018-02-01,23:29:42
450944,2780,54,2018-02-01,23:30:16
360481,8235,88,2018-02-01,23:30:17
631092,820,56,2018-02-01,23:30:20
413092,8628,19,2018-02-01,23:34:11
839890,3825,52,2018-02-01,23:34:57
181336,3909,69,2018-02-01,23:35:12
423459,6312,29,2018-02-01,23:36:28
646371,2394,9,2018-02-01,23:36:28
782045,2264,64,2018-02-01,23:36:32
240584,8768,93,2018-02-01,23:36:32
885883,1206,4,2018-02-01,23:36:41
268818,7640,13,2018-02-01,23:37:57
594217,1146,31,2018-02-01,23:38:33
984613,2469,90,2018-02-01,23:38:33
267936,662,81,2018-02-01,23:38:34
911915,5691,74,2018-02-01,23:38:40
925755,6823,98,2018-02-01,23:38:47
313658,2922,10,2018-02-01,23:38:49
235632,6107,56,2018-02-01,23:38:55
490850,3088,8,2018-02-01,23:40:09
827985,809,71,2018-02-01,23:40:54
586304,7726,1,2018-02-01,23:41:01
89672,6882,74,2018-02-01,23:41:57
106296,1242,7,2018-02-01,23:42:03
561198,2117,41,2018-02-01,23:42:04
200383,9602,11,2018-02-01,23:42:26
701143,6056,34,2018-02-01,23:43:02
772465,2314,11,2018-02-01,23:43:02
700541,6721,46,2018-02-01,23:43:22
933896,3347,68,2018-02-01,23:43:23
390482,37,41,2018-02-01,23:44:12
534591,2114,98,2018-02-01,23:44:19
188494,3402,74,2018-02-01,23:44:20
873592,9392,30,2018-02-01,23:45:00
282370,8831,85,2018-02-01,23:45:01
289630,5921,97,2018-02-01,23:45:10
956434,9998,6,2018-02-01,23:45:11
328589,6112,7,2018-02-01,23:45:22
284112,9767,2,2018-02-01,23:45:23
704270,1758,40,2018-02-01,23:49:25
569495,3467,43,2018-02-01,23:49:30
717973,7140,7,2018-02-01,23:49:38
766391,9330,22,2018-02-01,23:49:46
522529,3805,82,2018-02-01,23:49:59
648487,1373,31,2018-02-01,23:50:00
903714,1051,82,2018-02-01,23:50:00
507501,7769,92,2018-02-01,23:50:01
790364,3011,20,2018-02-01,23:50:08
73572,852,15,2018-02-01,23:50:08
394485,9975,90,2018-02-01,23:50:17
103731,1892,66,2018-02-01,23:50:44
542471,4627,12,2018-02-01,23:51:42
696473,255,1,2018-02-01,23:52:27
486992,537,48,2018-02-01,23:52:28
774011,2651,42,2018-02-01,23:52:28
252584,2462,88,2018-02-01,23:52:53
155420,8219,48,2018-02-01,23:52:55
299173,4575,22,2018-02-01,23:52:55
993936,8480,77,2018-02-02,23:15:36
733918,2451,65,2018-02-02,23:16:21
948949,9038,81,2018-02-02,23:16:26
442796,2253,8,2018-02-02,23:17:49
287067,7008,93,2018-02-02,23:18:22
209464,3883,56,2018-02-02,23:18:36
513338,3080,5,2018-02-02,23:19:24
601507,3064,35,2018-02-02,23:19:39
695855,2181,69,2018-02-02,23:19:47
554941,2167,46,2018-02-02,23:19:47
704128,5727,37,2018-02-02,23:19:47
823898,8586,81,2018-02-02,23:19:48
13636,2254,6,2018-02-02,23:19:48
75996,5982,21,2018-02-02,23:22:49
116510,6124,20,2018-02-02,23:23:07
876691,5790,75,2018-02-02,23:23:33
57248,6549,48,2018-02-02,23:24:11
744957,9685,82,2018-02-02,23:24:12
887218,2185,96,2018-02-02,23:24:26
215538,2761,95,2018-02-02,23:24:34
711587,4657,43,2018-02-02,23:24:34
629349,1340,88,2018-02-02,23:25:13
435894,5169,17,2018-02-02,23:25:33
193370,1302,92,2018-02-02,23:26:08
241432,5736,7,2018-02-02,23:26:17
443149,5695,85,2018-02-02,23:26:24
135436,7240,71,2018-02-02,23:26:31
819821,3483,31,2018-02-02,23:26:44
641843,5617,22,2018-02-02,23:26:46
942104,8335,13,2018-02-02,23:27:24
592503,1946,31,2018-02-02,23:27:25
288564,6511,93,2018-02-02,23:28:25
462168,1785,34,2018-02-02,23:28:26
662968,7536,9,2018-02-02,23:28:34
171853,8290,41,2018-02-02,23:28:38
460652,7314,85,2018-02-02,23:28:38
636495,78,36,2018-02-02,23:28:42
252006,5096,31,2018-02-02,23:28:44
521513,9724,7,2018-02-02,23:33:43
176861,4544,48,2018-02-02,23:34:10
693853,2766,66,2018-02-02,23:34:58
517832,4963,86,2018-02-02,23:35:04
826920,4564,51,2018-02-02,23:35:06
685197,92,59,2018-02-02,23:35:13
509261,3381,4,2018-02-02,23:36:20
641116,6101,13,2018-02-02,23:36:20
376975,7382,71,2018-02-02,23:36:21
283786,7296,5,2018-02-02,23:36:25
70021,7360,24,2018-02-02,23:36:25
262383,9151,78,2018-02-02,23:36:26
515287,2451,26,2018-02-02,23:36:26
545510,7344,48,2018-02-02,23:36:27
929492,6332,75,2018-02-02,23:36:27
176288,84,82,2018-02-02,23:36:32
213233,5248,94,2018-02-02,23:36:33
212960,7444,46,2018-02-02,23:36:40
853880,617,40,2018-02-02,23:36:41
925384,3100,90,2018-02-02,23:37:57
120421,8181,16,2018-02-02,23:38:20
965834,7794,68,2018-02-02,23:38:21
537631,6131,15,2018-02-02,23:38:25
125751,8336,98,2018-02-02,23:38:26
139022,2228,31,2018-02-02,23:38:27
278826,6130,52,2018-02-02,23:38:27
596511,5407,83,2018-02-02,23:38:33
35826,3689,34,2018-02-02,23:38:34
754018,1821,59,2018-02-02,23:38:48
792307,9838,34,2018-02-02,23:40:09
787497,3817,31,2018-02-02,23:42:04
728605,296,7,2018-02-02,23:43:37
857103,6099,53,2018-02-02,23:44:20
344503,1538,67,2018-02-02,23:45:08
912447,4669,32,2018-02-02,23:45:10
380389,6290,66,2018-02-02,23:45:22
584568,6952,39,2018-02-02,23:49:25
921053,3561,31,2018-02-02,23:49:31
828013,5193,18,2018-02-02,23:49:32
930838,3334,64,2018-02-02,23:50:00
631574,5188,66,2018-02-02,23:50:00
26239,6507,82,2018-02-02,23:50:10
537431,1877,85,2018-02-02,23:51:40
788987,4203,31,2018-02-02,23:51:40
96403,9504,16,2018-02-02,23:51:40
571922,7961,58,2018-02-02,23:51:56
18315,9090,5,2018-02-02,23:52:09
316469,2974,42,2018-02-02,23:52:34
384350,3896,83,2018-02-03,23:16:22
84228,6357,68,2018-02-03,23:16:26
614460,3079,41,2018-02-03,23:16:26
967387,312,59,2018-02-03,23:17:53
608113,6400,11,2018-02-03,23:18:19
356033,1721,8,2018-02-03,23:18:22
90754,1686,33,2018-02-03,23:19:39
740105,1137,41,2018-02-03,23:19:46
923089,457,2,2018-02-03,23:19:46
765218,7104,59,2018-02-03,23:22:48
269548,6045,52,2018-02-03,23:23:08
586909,4995,55,2018-02-03,23:23:34
239175,7806,41,2018-02-03,23:23:40
828483,7497,69,2018-02-03,23:23:40
926408,8094,15,2018-02-03,23:23:41
363973,8865,7,2018-02-03,23:24:13
730109,9671,82,2018-02-03,23:24:13
172313,1819,56,2018-02-03,23:24:22
395601,3062,50,2018-02-03,23:24:22
829963,5011,45,2018-02-03,23:24:28
89843,8426,80,2018-02-03,23:24:34
307019,9758,66,2018-02-03,23:24:43
24983,6335,12,2018-02-03,23:25:58
463519,9197,2,2018-02-03,23:26:08
256743,1242,11,2018-02-03,23:26:09
132223,8040,30,2018-02-03,23:26:12
992207,4224,29,2018-02-03,23:26:13
985643,9275,47,2018-02-03,23:26:44
841325,2793,53,2018-02-03,23:26:49
799884,4366,87,2018-02-03,23:26:49
319053,2301,21,2018-02-03,23:27:25
900480,1408,33,2018-02-03,23:28:25
828224,4199,9,2018-02-03,23:28:37
618303,5257,63,2018-02-03,23:28:38
404364,2381,54,2018-02-03,23:28:43
629859,5434,9,2018-02-03,23:29:41
12707,3694,2,2018-02-03,23:29:42
644052,260,48,2018-02-03,23:29:46
249104,7993,41,2018-02-03,23:29:47
302691,4391,81,2018-02-03,23:30:10
70886,8636,33,2018-02-03,23:30:11
135161,7821,40,2018-02-03,23:34:05
740341,356,24,2018-02-03,23:34:57
408338,5950,34,2018-02-03,23:34:58
186617,6050,20,2018-02-03,23:35:05
99776,7676,94,2018-02-03,23:36:21
514648,3942,86,2018-02-03,23:36:33
955794,1806,10,2018-02-03,23:36:39
410113,7203,47,2018-02-03,23:37:58
656318,9198,52,2018-02-03,23:38:21
390527,3960,72,2018-02-03,23:38:38
546011,5497,71,2018-02-03,23:38:48
478096,8162,60,2018-02-03,23:38:48
384841,8121,7,2018-02-03,23:38:48
967575,8174,81,2018-02-03,23:38:55
301929,8143,20,2018-02-03,23:39:56
