Server: userID,itemID,amount,date,time
864826,34,39,2020-01-01,14:35:21
220042,42,25,2020-01-01,14:35:23
669319,34,59,2020-01-01,14:35:25
307698,6,44,2020-01-01,14:35:27
772624,86,48,2020-01-01,14:36:11
940545,54,49,2020-01-01,14:36:11
488891,66,44,2020-01-01,14:36:11
871665,88,69,2020-01-01,14:36:45
100473,3,9,2020-01-01,14:37:37
741055,29,67,2020-01-01,14:38:04
317620,89,87,2020-01-01,14:40:47
136643,37,65,2020-01-01,14:40:49
186661,46,39,2020-01-01,14:41:05
457380,4675,38,2020-01-01,14:43:30
14213,2018,93,2020-01-01,14:43:36
703459,732,80,2020-01-01,14:43:38
964513,9457,96,2020-01-01,14:46:02
660994,3389,91,2020-01-01,14:46:25
448767,4725,45,2020-01-01,14:46:25
472952,7781,12,2020-01-01,14:46:27
923421,1684,35,2020-01-01,14:46:27
855090,5951,65,2020-01-01,14:46:34
2064,2579,92,2020-01-01,14:46:39
99800,5334,1,2020-01-01,14:47:02
841575,8736,54,2020-01-01,14:47:13
828183,9813,37,2020-01-01,14:47:15
381127,4125,85,2020-01-01,14:47:18
691488,9980,35,2020-01-01,14:47:18
910542,3106,14,2020-01-01,14:47:23
348111,7727,97,2020-01-01,14:47:23
305318,1900,15,2020-01-01,14:47:59
828603,8813,46,2020-01-01,14:47:59
223423,4803,45,2020-01-01,14:48:22
239,7337,70,2020-01-01,14:48:22
60158,6331,22,2020-01-01,14:48:22
574708,3778,25,2020-01-01,14:48:26
970131,1923,25,2020-01-01,14:48:30
61285,2607,44,2020-01-01,14:48:55
714395,1806,49,2020-01-01,14:48:55
288932,5138,28,2020-01-01,14:49:00
366899,3478,73,2020-01-01,14:49:01
778011,6610,1,2020-01-01,14:49:01
916438,3470,55,2020-01-01,14:49:04
108531,5705,52,2020-01-01,14:49:13
555907,4899,82,2020-01-01,14:49:16
393506,8232,76,2020-01-01,14:49:22
841011,3761,19,2020-01-01,14:49:22
243032,8232,24,2020-01-01,14:49:23
477537,6835,57,2020-01-01,14:49:25
900192,7476,10,2020-01-01,14:49:25
736718,7153,16,2020-01-01,14:49:27
998493,5389,96,2020-01-01,14:49:30
