Server: userID,itemID,amount,date,time
285540,57,15,2020-05-01,14:35:21
605415,25,25,2020-05-01,14:35:49
986685,5,74,2020-05-01,14:35:49
544328,76,60,2020-05-01,14:36:11
381986,25,87,2020-05-01,14:36:13
896439,12,73,2020-05-01,14:36:25
382118,97,31,2020-05-01,14:36:47
50433,56,34,2020-05-01,14:37:37
219738,48,44,2020-05-01,14:38:19
838539,40,21,2020-05-01,14:40:47
550910,45,81,2020-05-01,14:40:47
664809,77,87,2020-05-01,14:41:03
483465,39,63,2020-05-01,14:41:03
367396,7504,78,2020-05-01,14:43:08
969202,6191,79,2020-05-01,14:43:27
456945,5128,85,2020-05-01,14:43:30
604663,4998,15,2020-05-01,14:43:33
128840,9125,9,2020-05-01,14:43:36
875480,5221,70,2020-05-01,14:43:38
496144,8043,64,2020-05-01,14:46:02
500125,6146,2,2020-05-01,14:46:25
962041,4677,76,2020-05-01,14:46:25
388812,7536,38,2020-05-01,14:46:27
715316,7787,47,2020-05-01,14:46:32
295660,267,63,2020-05-01,14:46:32
64641,6962,25,2020-05-01,14:46:34
813838,1598,97,2020-05-01,14:46:37
109350,8976,19,2020-05-01,14:46:39
516334,9441,60,2020-05-01,14:47:02
202624,5367,82,2020-05-01,14:47:05
507374,1140,11,2020-05-01,14:47:13
764573,2111,23,2020-05-01,14:47:13
565292,8965,25,2020-05-01,14:47:23
712138,556,21,2020-05-01,14:47:59
446980,8998,33,2020-05-01,14:48:24
431441,5877,66,2020-05-01,14:48:24
43200,4611,96,2020-05-01,14:48:24
470570,9758,29,2020-05-01,14:48:24
845872,9373,73,2020-05-01,14:48:26
235791,1013,69,2020-05-01,14:49:01
578564,1952,88,2020-05-01,14:49:05
270700,2902,49,2020-05-01,14:49:05
843144,2025,56,2020-05-01,14:49:13
72358,5017,16,2020-05-01,14:49:16
544629,9891,76,2020-05-01,14:49:18
519313,4159,22,2020-05-01,14:49:30
737505,1335,7,2020-05-01,14:49:33
937647,6932,37,2020-05-01,14:49:33
124605,6175,64,2020-05-01,14:52:22
489525,1792,96,2020-05-01,14:52:24
790121,3146,40,2020-05-01,14:52:30
324481,7561,53,2020-05-01,14:52:41
266911,5664,53,2020-05-01,14:52:41
414315,5068,75,2020-05-01,14:52:47
607475,4202,12,2020-05-01,14:52:50
434219,215,79,2020-05-01,14:52:50
804801,4799,22,2020-05-01,14:53:02
717490,3385,84,2020-05-01,14:53:08
671430,8323,98,2020-05-01,14:53:09
335690,7211,80,2020-05-01,14:53:09
113299,8980,39,2020-05-01,14:53:13
529036,5172,62,2020-05-01,14:53:14
952738,1483,82,2020-05-01,14:53:17
534827,6014,30,2020-05-01,14:54:53
870117,6795,61,2020-05-01,14:54:53
356857,2113,37,2020-05-01,14:54:59
715360,2803,2,2020-05-01,14:55:01
