Server: userID,itemID,amount,date,time
789894,69,85,2020-06-01,14:35:21
399076,15,88,2020-06-01,14:35:47
243505,47,98,2020-06-01,14:35:47
534716,52,81,2020-06-01,14:35:47
564231,32,34,2020-06-01,14:36:13
857353,63,58,2020-06-01,14:36:25
150756,9,83,2020-06-01,14:36:34
888907,89,7,2020-06-01,14:40:45
208604,43,83,2020-06-01,14:40:47
496088,8,5,2020-06-01,14:40:48
715080,35,81,2020-06-01,14:40:51
856667,88,73,2020-06-01,14:40:51
76046,83,70,2020-06-01,14:40:51
999828,93,85,2020-06-01,14:41:03
737968,4538,30,2020-06-01,14:43:08
848300,5283,50,2020-06-01,14:43:16
600356,5913,77,2020-06-01,14:43:27
553989,6914,42,2020-06-01,14:43:30
742807,1227,77,2020-06-01,14:43:30
713143,4999,70,2020-06-01,14:43:33
647675,4534,91,2020-06-01,14:43:38
843950,8348,93,2020-06-01,14:46:27
34215,3734,79,2020-06-01,14:46:27
186586,3432,41,2020-06-01,14:46:32
128391,4124,25,2020-06-01,14:46:37
641549,2618,29,2020-06-01,14:47:02
906179,1251,34,2020-06-01,14:47:13
74649,2833,56,2020-06-01,14:47:13
97686,9252,48,2020-06-01,14:47:15
813920,5166,6,2020-06-01,14:47:18
201077,1191,85,2020-06-01,14:47:19
863477,1100,96,2020-06-01,14:48:22
20049,3530,5,2020-06-01,14:48:55
556308,7789,36,2020-06-01,14:49:01
562315,9531,73,2020-06-01,14:49:01
832042,3709,98,2020-06-01,14:49:01
481937,494,10,2020-06-01,14:49:01
569221,579,22,2020-06-01,14:49:04
447298,6206,30,2020-06-01,14:49:05
673989,705,22,2020-06-01,14:49:05
43163,6645,97,2020-06-01,14:49:13
523120,2441,65,2020-06-01,14:49:16
136861,4358,72,2020-06-01,14:49:25
503131,5719,41,2020-06-01,14:49:25
440341,5515,86,2020-06-01,14:49:27
9198,2501,39,2020-06-01,14:49:27
843421,7630,98,2020-06-01,14:49:27
190333,7641,37,2020-06-01,14:49:32
615386,9401,51,2020-06-01,14:49:35
619749,1650,76,2020-06-01,14:49:35
340436,1405,93,2020-06-01,14:49:38
208271,9992,42,2020-06-01,14:52:22
477797,9829,42,2020-06-01,14:52:22
841405,7404,5,2020-06-01,14:52:22
729090,9701,20,2020-06-01,14:52:27
37663,1315,63,2020-06-01,14:52:28
523212,2787,74,2020-06-01,14:52:28
903553,6431,10,2020-06-01,14:52:32
140791,4577,85,2020-06-01,14:52:32
480291,2148,14,2020-06-01,14:52:32
273023,1175,59,2020-06-01,14:52:33
303487,765,91,2020-06-01,14:52:33
593350,9473,41,2020-06-01,14:52:38
808426,3055,33,2020-06-01,14:52:38
544652,8620,36,2020-06-01,14:52:41
114032,2058,8,2020-06-01,14:52:41
880862,5786,61,2020-06-01,14:52:41
378609,7460,98,2020-06-01,14:52:47
767987,9377,22,2020-06-01,14:52:47
279352,5179,4,2020-06-01,14:53:02
438006,9408,85,2020-06-01,14:53:02
969916,5234,17,2020-06-01,14:53:04
645507,9049,98,2020-06-01,14:53:08
721190,5676,60,2020-06-01,14:53:09
947923,9377,13,2020-06-01,14:53:10
362770,190,82,2020-06-01,14:53:11
31620,6642,93,2020-06-01,14:53:13
371553,2707,57,2020-06-01,14:53:14
424167,2143,8,2020-06-01,14:53:14
104296,671,31,2020-06-01,14:53:15
10015,7632,30,2020-06-01,14:53:17
323763,3907,45,2020-06-01,14:54:53
708736,5370,42,2020-06-01,14:54:53
43164,546,87,2020-06-01,14:54:56
797621,4229,10,2020-06-01,14:54:59
807680,2808,69,2020-06-01,14:54:59
122306,148,43,2020-06-01,14:54:59
499403,1495,30,2020-06-01,14:54:59
894476,9870,82,2020-06-01,14:55:01
883684,1231,36,2020-06-01,14:55:01
969134,8143,17,2020-06-01,14:55:01
798104,4777,4,2020-06-01,14:55:09
694335,9080,48,2020-06-01,14:55:14
