Server: userID,itemID,amount,date,time
90433,73,77,2020-09-01,14:35:47
725939,9,28,2020-09-01,14:36:11
105421,9,33,2020-09-01,14:36:17
356474,20,31,2020-09-01,14:36:23
204187,11,42,2020-09-01,14:36:25
119635,41,22,2020-09-01,14:38:06
694826,58,3,2020-09-01,14:38:06
118969,52,8,2020-09-01,14:40:21
92977,41,6,2020-09-01,14:40:45
675017,61,78,2020-09-01,14:40:45
46987,20,75,2020-09-01,14:40:48
337002,42,52,2020-09-01,14:41:03
62219,12,86,2020-09-01,14:41:05
573612,14,38,2020-09-01,14:41:06
512962,50,89,2020-09-01,14:43:03
127115,1431,29,2020-09-01,14:43:38
896839,6864,73,2020-09-01,14:43:38
514749,5695,9,2020-09-01,14:46:27
313739,1969,38,2020-09-01,14:46:29
655204,8755,38,2020-09-01,14:46:30
837176,9169,58,2020-09-01,14:46:32
98335,2172,12,2020-09-01,14:46:34
211715,5882,20,2020-09-01,14:46:35
164842,8449,33,2020-09-01,14:46:37
381384,4834,96,2020-09-01,14:46:37
209778,9177,16,2020-09-01,14:46:40
242783,1869,28,2020-09-01,14:47:02
20691,565,33,2020-09-01,14:47:05
560230,1438,90,2020-09-01,14:47:13
784865,4608,35,2020-09-01,14:47:16
145088,6988,14,2020-09-01,14:47:18
222973,4673,81,2020-09-01,14:47:59
204205,7683,34,2020-09-01,14:47:59
665564,3610,65,2020-09-01,14:48:22
404923,8457,16,2020-09-01,14:48:26
502647,1228,45,2020-09-01,14:49:02
766778,337,15,2020-09-01,14:49:13
884528,7011,65,2020-09-01,14:49:16
208298,940,97,2020-09-01,14:49:16
118297,4605,31,2020-09-01,14:49:16
472722,5932,98,2020-09-01,14:49:23
130241,1469,55,2020-09-01,14:49:25
881464,9864,48,2020-09-01,14:49:27
293960,1363,19,2020-09-01,14:49:30
145949,5165,17,2020-09-01,14:49:30
691064,5586,83,2020-09-01,14:49:35
172661,1578,73,2020-09-01,14:52:24
415590,5756,97,2020-09-01,14:52:25
436448,705,57,2020-09-01,14:52:27
905047,3080,32,2020-09-01,14:52:27
471875,5476,88,2020-09-01,14:52:27
452573,2882,16,2020-09-01,14:52:28
295454,808,55,2020-09-01,14:52:30
488566,1523,77,2020-09-01,14:52:30
442048,2435,9,2020-09-01,14:52:33
702986,786,76,2020-09-01,14:52:33
120209,6186,10,2020-09-01,14:52:38
355423,2159,46,2020-09-01,14:52:38
384839,8222,20,2020-09-01,14:52:50
298381,9425,7,2020-09-01,14:52:50
61628,2448,81,2020-09-01,14:53:02
579378,9164,13,2020-09-01,14:53:09
393668,4003,21,2020-09-01,14:53:09
279297,6312,45,2020-09-01,14:53:11
427774,5162,9,2020-09-01,14:53:13
844115,7589,41,2020-09-01,14:53:14
35997,9790,29,2020-09-01,14:53:14
459453,7566,50,2020-09-01,14:53:15
449938,4609,69,2020-09-01,14:53:18
220055,7477,77,2020-09-01,14:53:18
989619,7233,12,2020-09-01,14:55:01
183027,1896,32,2020-09-01,14:55:01
529681,67,47,2020-09-01,14:55:09
771515,5873,29,2020-09-01,14:55:09
97481,1692,90,2020-09-01,14:55:14
604019,7635,32,2020-09-01,14:55:14
462211,8247,71,2020-09-01,14:55:16
342512,8543,37,2020-09-01,14:55:28
318869,7924,49,2020-09-01,14:55:35
888782,3868,60,2020-09-01,14:55:37
802844,2787,89,2020-09-01,14:55:37
677892,4802,87,2020-09-01,14:55:40
303845,7064,26,2020-09-01,14:55:43
269211,8856,33,2020-09-01,14:55:43
283356,154,76,2020-09-01,14:55:45
949768,4251,8,2020-09-01,14:59:18
795160,3152,11,2020-09-01,14:59:25
78027,730,75,2020-09-01,14:59:27
15801,5174,71,2020-09-01,14:59:28
492239,7198,52,2020-09-01,14:59:28
386832,5897,38,2020-09-01,14:59:33
455369,6282,16,2020-09-01,14:59:34
871529,9458,39,2020-09-01,14:59:36
89644,8150,42,2020-09-01,14:59:36
82801,1690,20,2020-09-01,14:59:44
396565,3819,8,2020-09-01,14:59:46
304954,773,76,2020-09-01,14:59:49
159712,6655,24,2020-09-01,14:59:49
220330,9200,35,2020-09-01,14:59:54
739635,1801,27,2020-09-01,14:59:57
239749,4517,39,2020-09-01,15:01:02
344867,7344,83,2020-09-01,15:01:30
179381,4011,55,2020-09-01,15:01:30
687061,5601,89,2020-09-01,15:02:29
228035,8777,14,2020-09-01,15:02:29
778929,2118,44,2020-09-01,15:02:29
209341,741,54,2020-09-01,15:02:35
742048,8664,4,2020-09-01,15:02:37
502165,3757,19,2020-09-01,15:02:37
883249,4070,14,2020-09-01,15:02:38
111594,7813,2,2020-09-01,15:03:37
285592,7219,47,2020-09-01,15:04:14
671976,429,95,2020-09-01,15:04:32
263127,7585,6,2020-09-01,15:04:41
766742,2204,12,2020-09-01,15:04:41
564336,9471,81,2020-09-01,15:04:41
958259,6971,8,2020-09-01,15:04:51
657606,704,32,2020-09-01,15:04:51
766597,7142,42,2020-09-01,15:04:54
85993,9317,10,2020-09-01,15:04:55
865767,705,70,2020-09-01,15:04:55
929919,9917,59,2020-09-01,15:04:58
464449,7742,35,2020-09-01,15:05:01
499274,3703,24,2020-09-01,15:05:41
791279,3347,79,2020-09-01,15:05:41
445995,2752,73,2020-09-01,15:05:43
221590,3100,88,2020-09-01,15:05:49
844974,887,90,2020-09-01,15:05:49
726493,8343,4,2020-09-01,15:05:49
521725,1955,74,2020-09-01,15:05:57
421178,538,81,2020-09-01,15:06:02
304893,9691,73,2020-09-01,15:06:02
590450,8345,39,2020-09-01,15:06:02
378129,7364,74,2020-09-01,15:06:35
609207,7621,76,2020-09-01,15:07:39
547170,2485,37,2020-09-01,15:07:39
210168,7320,56,2020-09-01,15:07:44
251162,9171,63,2020-09-01,15:07:44
81512,5252,83,2020-09-01,15:07:45
644864,2589,57,2020-09-01,15:07:48
551205,8506,17,2020-09-01,15:07:48
770720,3849,17,2020-09-01,15:07:49
943967,8438,18,2020-09-01,15:07:49
222787,6931,38,2020-09-01,15:07:51
479967,5468,59,2020-09-01,15:07:51
583194,3859,17,2020-09-01,15:07:51
517609,7866,79,2020-09-01,15:08:09
897392,3063,97,2020-09-01,15:08:09
635780,747,37,2020-09-01,15:08:12
73485,349,26,2020-09-01,15:08:14
752509,1394,27,2020-09-01,15:08:14
466536,1173,36,2020-09-01,15:08:17
381708,3383,6,2020-09-01,15:08:17
400893,7903,64,2020-09-01,15:08:17
13755,6613,49,2020-09-01,15:08:22
508396,7697,60,2020-09-01,15:08:22
60951,9111,74,2020-09-01,15:08:25
115972,1229,22,2020-09-01,15:08:59
896203,5149,95,2020-09-01,15:08:59
183759,5814,48,2020-09-01,15:09:02
50380,3373,40,2020-09-01,15:09:42
535337,6667,3,2020-09-01,15:09:45
96769,5361,77,2020-09-01,15:09:51
296561,3150,31,2020-09-01,15:09:51
965450,1148,48,2020-09-01,15:09:53
108486,4030,94,2020-09-01,15:09:54
461494,3067,17,2020-09-01,15:09:54
59816,1199,66,2020-09-01,15:10:16
614801,1773,50,2020-09-01,15:10:16
36967,3676,74,2020-09-01,15:10:19
403668,3830,72,2020-09-01,15:10:19
884671,8777,73,2020-09-01,15:10:20
99222,9743,56,2020-09-01,15:13:52
15856,3580,65,2020-09-01,15:13:55
572236,9610,4,2020-09-01,15:13:56
163663,2901,52,2020-09-01,15:13:56
641126,9532,75,2020-09-01,15:13:58
859791,672,11,2020-09-01,15:14:14
729439,4619,35,2020-09-01,15:14:17
651596,3925,12,2020-09-01,15:14:18
522926,5298,3,2020-09-01,15:14:18
260003,501,87,2020-09-01,15:14:20
418560,9943,72,2020-09-01,15:14:20
330892,2580,93,2020-09-01,15:14:23
115871,736,42,2020-09-01,15:14:26
418856,6258,15,2020-09-01,15:14:40
999145,947,19,2020-09-01,15:14:43
669543,6689,88,2020-09-01,15:14:51
525473,7292,70,2020-09-01,15:14:51
117154,3639,95,2020-09-01,15:15:05
288917,6543,94,2020-09-01,15:16:34
853797,6292,90,2020-09-01,15:16:38
108929,8008,33,2020-09-01,15:16:49
654517,4761,6,2020-09-01,15:16:49
36318,9242,67,2020-09-01,15:17:47
856394,2603,17,2020-09-01,15:18:46
449359,3670,59,2020-09-01,15:19:08
69661,9760,59,2020-09-01,15:19:09
692022,4731,1,2020-09-01,15:19:09
195177,7278,71,2020-09-01,15:20:26
237753,1584,7,2020-09-01,15:20:43
243334,6117,64,2020-09-01,15:20:43
513869,2015,91,2020-09-01,15:20:47
769207,2596,14,2020-09-01,15:20:50
462426,1049,84,2020-09-01,15:20:50
848540,419,38,2020-09-01,15:20:50
429488,7477,98,2020-09-01,15:20:51
126932,3469,43,2020-09-01,15:20:51
952734,9850,78,2020-09-01,15:21:07
563540,2708,3,2020-09-01,15:21:08
3356,4300,91,2020-09-01,15:21:32
278542,7693,76,2020-09-01,15:22:19
690832,7526,4,2020-09-01,15:22:33
415140,8210,9,2020-09-01,15:22:33
734432,2305,90,2020-09-01,15:22:38
92436,3457,37,2020-09-01,15:23:04
335993,8772,20,2020-09-01,15:23:05
162025,8795,38,2020-09-01,15:23:19
466545,6813,25,2020-09-01,15:23:28
78878,5825,55,2020-09-01,15:23:30
582767,7723,46,2020-09-01,15:23:31
375322,6191,67,2020-09-01,15:23:33
482322,9398,55,2020-09-01,15:23:33
367111,1751,76,2020-09-01,15:23:34
120077,3470,50,2020-09-01,15:23:46
881839,9309,22,2020-09-01,15:23:46
557379,2303,60,2020-09-01,15:23:48
639218,3982,44,2020-09-01,15:23:49
29699,9991,73,2020-09-01,15:24:11
541100,1161,76,2020-09-01,15:24:11
399249,2227,33,2020-09-01,15:24:11
78886,3718,32,2020-09-01,15:24:14
545269,743,4,2020-09-01,15:24:14
14398,7702,83,2020-09-01,15:24:31
723382,6981,94,2020-09-01,15:24:31
476633,2238,79,2020-09-01,15:24:37
664160,8927,35,2020-09-01,15:24:38
697359,4761,51,2020-09-01,15:24:49
396146,8579,62,2020-09-01,15:24:50
328892,4679,30,2020-09-01,15:24:50
883522,4661,77,2020-09-01,15:24:53
97855,5232,13,2020-09-01,15:33:22
677987,17,52,2020-09-02,14:35:25
680913,42,26,2020-09-02,14:35:47
481548,63,37,2020-09-02,14:35:49
173569,44,60,2020-09-02,14:35:52
449550,28,49,2020-09-02,14:37:37
752885,83,75,2020-09-02,14:38:23
609481,82,90,2020-09-02,14:40:45
572779,60,48,2020-09-02,14:40:53
751066,74,86,2020-09-02,14:40:53
873816,37,34,2020-09-02,14:41:03
588275,96,49,2020-09-02,14:41:05
195440,83,18,2020-09-02,14:41:05
901918,48,42,2020-09-02,14:41:06
130892,25,17,2020-09-02,14:41:08
427475,19,21,2020-09-02,14:41:08
591198,13,20,2020-09-02,14:41:08
440071,9073,22,2020-09-02,14:43:03
143615,7355,94,2020-09-02,14:43:11
747780,8495,30,2020-09-02,14:43:30
527409,9003,10,2020-09-02,14:43:38
899454,9034,19,2020-09-02,14:46:25
578119,9316,37,2020-09-02,14:46:27
474015,2671,15,2020-09-02,14:46:30
694593,1913,56,2020-09-02,14:46:30
117119,8495,36,2020-09-02,14:46:37
538450,434,63,2020-09-02,14:47:02
147489,9681,50,2020-09-02,14:47:02
312507,3107,6,2020-09-02,14:47:05
68218,2148,96,2020-09-02,14:47:15
563890,9665,23,2020-09-02,14:47:16
201453,4895,91,2020-09-02,14:47:18
135905,1248,42,2020-09-02,14:47:23
963097,2921,35,2020-09-02,14:47:59
695850,7201,57,2020-09-02,14:48:22
768068,6023,95,2020-09-02,14:48:55
971374,2779,17,2020-09-02,14:49:13
883704,9457,32,2020-09-02,14:49:16
198210,2347,65,2020-09-02,14:49:16
572106,5306,28,2020-09-02,14:49:16
447494,1652,3,2020-09-02,14:49:23
53239,2274,68,2020-09-02,14:49:23
386363,6293,19,2020-09-02,14:49:25
36853,2681,10,2020-09-02,14:49:27
791080,928,64,2020-09-02,14:49:28
460388,2327,35,2020-09-02,14:49:32
157044,8052,88,2020-09-02,14:49:33
335408,4505,62,2020-09-02,14:52:22
451214,4315,82,2020-09-02,14:52:22
166050,2649,35,2020-09-02,14:52:22
847768,6532,7,2020-09-02,14:52:24
947082,8745,48,2020-09-02,14:52:25
405014,9995,27,2020-09-02,14:52:27
917957,9071,69,2020-09-02,14:52:33
334298,4064,55,2020-09-02,14:52:38
776421,5189,56,2020-09-02,14:52:38
797806,3824,11,2020-09-02,14:53:02
780266,5542,43,2020-09-02,14:53:02
317629,5491,33,2020-09-02,14:53:09
563719,4455,64,2020-09-02,14:53:10
884247,9894,5,2020-09-02,14:53:11
192748,739,55,2020-09-02,14:53:13
