userID,itemID,amount,date,time
351011,5,43,2021-01-01,18:58:17
998825,6,50,2021-01-01,18:58:17
39496,2,28,2021-01-02,18:58:17
784252,4,7,2021-01-02,18:58:17
455319,7,79,2021-01-03,18:58:17
810452,2,56,2021-01-03,18:58:17
647366,8,97,2021-01-04,18:58:17
911383,6,26,2021-01-05,18:58:17
657832,6,49,2021-01-06,18:58:17
777233,1,15,2021-01-06,18:58:17
802787,1,21,2021-01-07,18:58:17
591080,1,47,2021-01-07,18:58:17
686229,1,27,2021-01-08,18:58:17
458968,1,81,2021-01-09,18:58:17
667151,6,56,2021-01-10,18:58:17
140484,9,9,2021-01-10,18:58:17
940113,2,57,2021-01-11,18:58:17
736282,7,40,2021-01-11,18:58:17
272971,3,31,2021-01-12,18:58:17
360634,6,75,2021-01-12,18:58:17
616973,4,60,2021-01-13,18:58:17
740244,1,11,2021-01-14,18:58:17
642945,1,92,2021-01-14,18:58:17
872621,3,19,2021-01-15,18:58:17
936020,2,20,2021-01-16,18:58:17
38677,7,17,2021-01-16,18:58:17
861133,5,79,2021-01-17,18:58:17
443106,9,54,2021-01-17,18:58:17
47514,8,44,2021-01-18,18:58:17
589082,8,59,2021-01-18,18:58:17
633057,3,61,2021-01-19,18:58:17
755439,8,58,2021-01-20,18:58:17
240666,8,91,2021-01-20,18:58:17
427768,2,83,2021-01-21,18:58:17
450068,5,78,2021-01-22,18:58:17
652877,1,63,2021-01-22,18:58:17
908996,7,50,2021-01-23,18:58:17
432717,9,57,2021-01-24,18:58:17
93917,3,97,2021-01-24,18:58:17
804178,9,7,2021-01-25,18:58:17
457202,8,56,2021-01-26,18:58:17
199176,5,96,2021-01-26,18:58:17
692453,1,59,2021-01-27,18:58:17
733157,7,54,2021-01-28,18:58:17
718360,1,52,2021-01-28,18:58:17
479135,7,20,2021-01-29,18:58:17
702869,4,5,2021-01-30,18:58:17
777639,9,42,2021-01-31,18:58:17.
