userID,itemID,amount,date,time
478067,5,37,2020-12-01,18:48:04
56259,4,6,2020-12-02,18:48:04
66221,4,2,2020-12-02,18:48:04
43396,9,92,2020-12-03,18:48:04
870421,2,76,2020-12-04,18:48:04
895589,1,30,2020-12-04,18:48:04
477091,2,39,2020-12-05,18:48:04
560443,8,46,2020-12-05,18:48:04
362017,4,64,2020-12-06,18:48:04
543368,2,36,2020-12-06,18:48:04
449353,1,33,2020-12-07,18:48:04
502094,4,23,2020-12-07,18:48:04
444273,9,30,2020-12-08,18:48:04
431083,1,98,2020-12-09,18:48:04
784998,9,93,2020-12-09,18:48:04
958021,5,24,2020-12-10,18:48:04
369752,9,26,2020-12-11,18:48:04
749587,3,27,2020-12-12,18:48:04
869024,1,76,2020-12-12,18:48:04
817482,2,22,2020-12-13,18:48:04
923839,5,79,2020-12-13,18:48:04
972797,8,51,2020-12-14,18:48:04
906069,4,25,2020-12-14,18:48:04
294957,7,48,2020-12-15,18:48:04
204210,4,52,2020-12-15,18:48:04
800383,8,49,2020-12-16,18:48:04
628386,1,27,2020-12-16,18:48:04
945856,5,13,2020-12-17,18:48:04
811164,5,82,2020-12-17,18:48:04
755733,9,57,2020-12-18,18:48:04
327368,1,35,2020-12-19,18:48:04
880092,6,50,2020-12-19,18:48:04
221335,7,48,2020-12-20,18:48:04
267409,1,28,2020-12-20,18:48:04
970576,1,91,2020-12-21,18:48:04
895865,9,12,2020-12-21,18:48:04
741668,2,46,2020-12-22,18:48:04
538429,4,35,2020-12-22,18:48:04
60625,3,52,2020-12-23,18:48:04
578607,5,38,2020-12-23,18:48:04
175435,4,2,2020-12-24,18:48:04
883344,5,14,2020-12-24,18:48:04
357244,1,64,2020-12-25,18:48:04
327115,8,14,2020-12-25,18:48:04
732263,5,44,2020-12-26,18:48:04
278846,9,60,2020-12-26,18:48:04
22444,9,66,2020-12-27,18:48:04
262712,4,77,2020-12-27,18:48:04
876137,4,37,2020-12-28,18:48:04
565634,4,20,2020-12-29,18:48:04
723462,7,34,2020-12-30,18:48:04
953823,9,49,2020-12-30,18:48:04
603791,8,76,2020-12-31,18:48:04
64763,3,60,2020-12-31,18:48:04.
